map,ws,wt,wc,wcl,wd,dm,opp_config,mode,stamp,file_result,file_dur,filename,finish_reason,duration_s,total_dist_m,collision_flag,max_speed,max_lat_acc,global_min_d,global_unsafe_ratio,global_track_rms,global_lat_acc_rms,frenet_usage_pct,fgm_usage_pct,fgm_min_d,fgm_unsafe_ratio,fgm_track_rms,fre_min_d_mean,fre_min_d_min,fre_track_rms_calc,ts_last_t,is_success
hairpin_combo,2.39,1.5,0.82,1.26,1.34,0.37,Opp_bumper_slow_1.csv,MUX_RACING,1765053438,GOAL,61.32,Mux_hairpin_combo_WS2.39_WT1.50_WC0.82_WCL1.26_WD1.34_DM0.37_Opp_bumper_slow_1.csv_MUX_RACING_1765053438_GOAL_dur_61.32s.csv,GOAL REACHED,61.32,256.73,False,4.7,13.9,0.0,0.23,0.43,3.29,85.02,14.98,0.0,0.53,0.39,0.776912741112778,0.0,0.44356862387510343,61.3201,True
Spielberg,2.8861,1.236,0.8526,0.5532,0.3505,0.1633,Opp_bumper_slow_1.csv,MUX_RACING,1765035756,GOAL,73.52,Mux_Spielberg_WS2.8861_WT1.236_WC0.8526_WCL0.5532_WD0.3505_DM0.1633_Opp_bumper_slow_1.csv_MUX_RACING_1765035756_GOAL_dur_73.52s.csv,GOAL REACHED,73.52,336.71,False,4.7,9.81,0.0,0.04,0.19,1.87,98.81,1.19,0.0,0.99,0.36,0.7188449333333333,0.212411,0.1951823169536358,73.5195,True
Spielberg,0.8861,1.0509,1.1419,2.7173,2.9842,0.2586,Opp_bumper_slow_1.csv,MUX_RACING,1765036271,CRASH,17.31,Mux_Spielberg_WS0.8861_WT1.0509_WC1.1419_WCL2.7173_WD2.9842_DM0.2586_Opp_bumper_slow_1.csv_MUX_RACING_1765036271_CRASH_dur_17.31s.csv,COLLISION DETECTED,17.31,74.45,True,4.7,14.26,0.0,0.09,0.12,1.52,89.51,10.49,0.0,0.81,0.29,0.7792222046662046,0.33626,0.08104127634233417,17.3114,False
hairpin_combo,1.36,1.85,1.17,1.84,2.15,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765055547,GOAL,61.7,Mux_hairpin_combo_WS1.36_WT1.85_WC1.17_WCL1.84_WD2.15_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765055547_GOAL_dur_61.70s.csv,GOAL REACHED,61.7,256.71,False,4.86,14.49,0.0,0.18,0.35,3.27,81.76,18.24,0.0,0.35,0.42,0.8193400076902633,0.0,0.3803269009277313,61.6999,True
hairpin_combo,0.6806,0.9693,0.9278,2.1538,2.3257,0.2478,Opp_bumper_slow_1.csv,MUX_RACING,1765043228,GOAL,62.28,Mux_hairpin_combo_WS0.6806_WT0.9693_WC0.9278_WCL2.1538_WD2.3257_DM0.2478_Opp_bumper_slow_1.csv_MUX_RACING_1765043228_GOAL_dur_62.28s.csv,GOAL REACHED,62.28,256.03,False,4.7,16.39,0.0,0.14,0.3,3.2,74.87,25.13,0.0,0.41,0.36,0.8370765930126517,0.0567828,0.3521666278306998,62.2797,True
Spielberg,1.189,0.9277,2.6455,1.9303,1.5129,0.1799,Opp_bumper_slow_1.csv,MUX_RACING,1765037845,GOAL,76.34,Mux_Spielberg_WS1.189_WT0.9277_WC2.6455_WCL1.9303_WD1.5129_DM0.1799_Opp_bumper_slow_1.csv_MUX_RACING_1765037845_GOAL_dur_76.34s.csv,GOAL REACHED,76.34,336.79,False,4.7,7.57,0.0,0.05,0.17,1.63,92.16,7.84,0.0,0.55,0.27,0.752627207760881,0.228694,0.1789629403507875,76.3409,True
hairpin_combo,1.37,1.98,1.12,1.87,2.21,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765050970,CRASH,33.54,Mux_hairpin_combo_WS1.37_WT1.98_WC1.12_WCL1.87_WD2.21_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765050970_CRASH_dur_33.54s.csv,COLLISION DETECTED,33.54,141.17,True,4.91,30.88,0.0,0.15,0.31,4.18,84.66,15.34,0.0,0.46,0.41,0.7851823919031719,0.0,0.29588272590290016,33.5399,False
Spielberg,1.2497,2.4833,1.4393,1.494,1.5434,0.2193,Opp_bumper_slow_1.csv,MUX_RACING,1765039220,GOAL,74.79,Mux_Spielberg_WS1.2497_WT2.4833_WC1.4393_WCL1.494_WD1.5434_DM0.2193_Opp_bumper_slow_1.csv_MUX_RACING_1765039220_GOAL_dur_74.79s.csv,GOAL REACHED,74.79,336.13,False,5.04,10.19,0.0,0.04,0.1,1.82,94.48,5.52,0.0,0.5,0.25,0.8016509941025091,0.223441,0.0879916417724018,74.7887,True
Spielberg,1.1741,1.5918,3.167,1.4674,1.5063,0.1959,Opp_bumper_slow_1.csv,MUX_RACING,1765038103,GOAL,75.84,Mux_Spielberg_WS1.1741_WT1.5918_WC3.167_WCL1.4674_WD1.5063_DM0.1959_Opp_bumper_slow_1.csv_MUX_RACING_1765038103_GOAL_dur_75.84s.csv,GOAL REACHED,75.84,336.64,False,5.19,8.96,0.0,0.06,0.19,1.69,92.47,7.53,0.0,0.57,0.25,0.7408508291717257,0.254583,0.20192779997265237,75.8398,True
hairpin_combo,1.0613,1.3086,3.073,1.4748,1.6143,0.221,Opp_bumper_slow_1.csv,MUX_RACING,1765044847,CRASH,33.37,Mux_hairpin_combo_WS1.0613_WT1.3086_WC3.073_WCL1.4748_WD1.6143_DM0.221_Opp_bumper_slow_1.csv_MUX_RACING_1765044847_CRASH_dur_33.37s.csv,COLLISION DETECTED,33.37,139.37,True,4.7,18.4,0.0,0.11,0.28,3.48,85.22,14.78,0.0,0.47,0.44,0.8327926546021094,0.284558,0.2600919941732433,33.3712,False
hairpin_combo,1.95,2.16,1.32,2.09,2.38,0.5,Opp_bumper_slow_1.csv,MUX_RACING,1765052102,CRASH,35.7,Mux_hairpin_combo_WS1.95_WT2.16_WC1.32_WCL2.09_WD2.38_DM0.50_Opp_bumper_slow_1.csv_MUX_RACING_1765052102_CRASH_dur_35.70s.csv,COLLISION DETECTED,35.7,141.12,True,4.91,28.58,0.0,0.19,0.34,4.3,90.75,9.25,0.0,0.43,0.3,0.7545290003540219,0.0,0.34467383245977656,35.6999,False
Spielberg,1.0388,1.5873,1.2429,3.0026,2.642,0.2454,Opp_bumper_slow_1.csv,MUX_RACING,1765036976,GOAL,76.75,Mux_Spielberg_WS1.0388_WT1.5873_WC1.2429_WCL3.0026_WD2.642_DM0.2454_Opp_bumper_slow_1.csv_MUX_RACING_1765036976_GOAL_dur_76.75s.csv,GOAL REACHED,76.75,336.2,False,4.7,17.37,0.0,0.06,0.16,1.69,91.83,8.17,0.0,0.59,0.29,0.7687905186209055,0.211531,0.15602927701841854,76.7502,True
Spielberg,1.66,1.48,0.92,1.22,0.49,0.43,Opp_bumper_slow_1.csv,MUX_RACING,1765028466,GOAL,75.71,Mux_Spielberg_WS1.66_WT1.48_WC0.92_WCL1.22_WD0.49_DM0.43_Opp_bumper_slow_1.csv_MUX_RACING_1765028466_GOAL_dur_75.71s.csv,GOAL REACHED,75.71,337.04,False,4.96,9.24,0.0,0.04,0.17,1.79,94.79,5.21,0.0,0.55,0.25,0.744039545934809,0.0,0.18798077244290426,75.7115,True
hairpin_combo,0.6928,1.1848,1.3157,2.794,2.3887,0.2309,Opp_bumper_slow_1.csv,MUX_RACING,1765042915,GOAL,62.21,Mux_hairpin_combo_WS0.6928_WT1.1848_WC1.3157_WCL2.794_WD2.3887_DM0.2309_Opp_bumper_slow_1.csv_MUX_RACING_1765042915_GOAL_dur_62.21s.csv,GOAL REACHED,62.21,255.45,False,4.7,13.32,0.0,0.14,0.3,3.09,75.43,24.57,0.0,0.36,0.36,0.8276373339565386,0.0,0.39982314386524676,62.2112,True
hairpin_combo,1.41,1.89,1.23,1.88,2.2,0.45,Opp_bumper_slow_1.csv,MUX_RACING,1765057740,GOAL,60.78,Mux_hairpin_combo_WS1.41_WT1.89_WC1.23_WCL1.88_WD2.20_DM0.45_Opp_bumper_slow_1.csv_MUX_RACING_1765057740_GOAL_dur_60.78s.csv,GOAL REACHED,60.78,254.66,False,4.94,16.83,0.0,0.18,0.34,3.38,83.01,16.52,0.0,0.32,0.37,0.8308078612134773,0.0,0.40226768099317695,60.7799,True
hairpin_combo,1.41,2.18,1.44,2.2,2.49,0.53,Opp_bumper_slow_1.csv,MUX_RACING,1765060479,GOAL,64.54,Mux_hairpin_combo_WS1.41_WT2.18_WC1.44_WCL2.20_WD2.49_DM0.53_Opp_bumper_slow_1.csv_MUX_RACING_1765060479_GOAL_dur_64.54s.csv,GOAL REACHED,64.54,257.44,False,4.7,26.52,0.0,0.24,0.42,3.56,85.86,14.14,0.0,0.46,0.4,0.7640736688138323,0.0,0.44987760796933446,64.5399,True
hairpin_combo,2.81,1.37,0.58,1.09,1.03,0.29,Opp_bumper_slow_1.csv,MUX_RACING,1765050334,CRASH,43.81,Mux_hairpin_combo_WS2.81_WT1.37_WC0.58_WCL1.09_WD1.03_DM0.29_Opp_bumper_slow_1.csv_MUX_RACING_1765050334_CRASH_dur_43.81s.csv,COLLISION DETECTED,43.81,187.0,True,5.11,42.3,0.0,0.36,0.4,4.04,88.08,11.92,0.0,0.83,0.47,0.7068779895188533,0.0391244,0.39776023523072296,43.8084,False
hairpin_combo,0.63,1.88,1.28,2.56,2.99,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765049756,CRASH,31.99,Mux_hairpin_combo_WS0.63_WT1.88_WC1.28_WCL2.56_WD2.99_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765049756_CRASH_dur_31.99s.csv,COLLISION DETECTED,31.99,140.18,True,4.7,22.91,0.0,0.08,0.26,4.23,89.72,10.28,0.0,0.21,0.28,0.8188409605151289,0.0,0.2550406611156008,31.9883,False
Spielberg,1.58,2.49,1.7,2.57,2.82,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765044989,GOAL,76.73,Mux_Spielberg_WS1.58_WT2.49_WC1.70_WCL2.57_WD2.82_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765044989_GOAL_dur_76.73s.csv,GOAL REACHED,76.73,336.3,False,4.91,9.13,0.0,0.17,0.22,1.77,95.16,4.84,0.0,0.38,0.22,0.7204167204451859,0.0078563,0.22372564041566428,76.7284,True
hairpin_combo,1.1381,1.1881,1.4511,1.595,1.5983,0.1877,Opp_bumper_slow_1.csv,MUX_RACING,1765040689,CRASH,33.18,Mux_hairpin_combo_WS1.1381_WT1.1881_WC1.4511_WCL1.595_WD1.5983_DM0.1877_Opp_bumper_slow_1.csv_MUX_RACING_1765040689_CRASH_dur_33.18s.csv,COLLISION DETECTED,33.18,140.46,True,4.7,20.79,0.0,0.1,0.27,3.68,83.22,16.78,0.0,0.52,0.45,0.8664963785187869,0.0,0.2566785870854957,33.1803,False
hairpin_combo,1.2333,1.1929,1.4518,1.0927,1.379,0.1851,Opp_bumper_slow_1.csv,MUX_RACING,1765040732,CRASH,32.94,Mux_hairpin_combo_WS1.2333_WT1.1929_WC1.4518_WCL1.0927_WD1.379_DM0.1851_Opp_bumper_slow_1.csv_MUX_RACING_1765040732_CRASH_dur_32.94s.csv,COLLISION DETECTED,32.94,140.21,True,4.93,21.99,0.0,0.13,0.26,3.66,82.1,17.9,0.0,0.47,0.42,0.8787424059610706,0.307087,0.23199392267836155,32.9403,False
Spielberg,2.83,1.28,0.9,1.43,1.63,0.42,Opp_bumper_slow_1.csv,MUX_RACING,1765043349,GOAL,74.79,Mux_Spielberg_WS2.83_WT1.28_WC0.90_WCL1.43_WD1.63_DM0.42_Opp_bumper_slow_1.csv_MUX_RACING_1765043349_GOAL_dur_74.79s.csv,GOAL REACHED,74.79,336.55,False,4.86,9.37,0.0,0.05,0.19,1.79,95.87,4.13,0.0,0.67,0.25,0.7113788238314258,0.211652,0.19760115414762663,74.7884,True
Spielberg,2.98,1.08,0.79,1.2,1.41,0.4,Opp_bumper_slow_1.csv,MUX_RACING,1765031614,ABORT,92.8,Mux_Spielberg_WS2.98_WT1.08_WC0.79_WCL1.20_WD1.41_DM0.40_Opp_bumper_slow_1.csv_MUX_RACING_1765031614_ABORT_dur_92.80s.csv,MANUAL_ABORT,92.8,318.27,False,4.93,4.44,0.0,0.46,0.3,1.05,55.75,44.25,0.0,0.63,0.26,0.6515547439046099,0.0,0.4839246478536724,92.7959,False
hairpin_combo,1.29,1.4675,2.6409,1.5904,1.371,0.1825,Opp_bumper_slow_1.csv,MUX_RACING,1765044615,GOAL,60.99,Mux_hairpin_combo_WS1.29_WT1.4675_WC2.6409_WCL1.5904_WD1.371_DM0.1825_Opp_bumper_slow_1.csv_MUX_RACING_1765044615_GOAL_dur_60.99s.csv,GOAL REACHED,60.99,257.4,False,4.7,13.35,0.0,0.14,0.31,3.26,77.96,22.04,0.0,0.39,0.35,0.8536265090766001,0.00185754,0.3833059196759909,60.9884,True
hairpin_combo,0.83,2.59,1.74,2.67,2.86,0.59,Opp_bumper_slow_1.csv,MUX_RACING,1765059753,GOAL,60.33,Mux_hairpin_combo_WS0.83_WT2.59_WC1.74_WCL2.67_WD2.86_DM0.59_Opp_bumper_slow_1.csv_MUX_RACING_1765059753_GOAL_dur_60.33s.csv,GOAL REACHED,60.33,253.49,False,5.01,22.98,0.0,0.14,0.36,3.73,86.6,13.4,0.0,0.28,0.3,0.8456281695770353,0.0,0.3895879627669939,60.3317,True
Spielberg,2.33,1.52,0.8,1.22,1.34,0.37,Opp_bumper_slow_1.csv,MUX_RACING,1765047495,GOAL,78.85,Mux_Spielberg_WS2.33_WT1.52_WC0.80_WCL1.22_WD1.34_DM0.37_Opp_bumper_slow_1.csv_MUX_RACING_1765047495_GOAL_dur_78.85s.csv,GOAL REACHED,78.85,337.56,False,4.75,17.76,0.0,0.12,0.27,1.92,95.34,4.66,0.0,0.46,0.28,0.6999392792533226,0.0,0.27132380691846836,78.8516,True
Spielberg,1.48,2.41,1.83,2.59,2.88,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765038526,GOAL,76.42,Mux_Spielberg_WS1.48_WT2.41_WC1.83_WCL2.59_WD2.88_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765038526_GOAL_dur_76.42s.csv,GOAL REACHED,76.42,336.4,False,4.75,9.15,0.0,0.17,0.21,1.79,92.86,7.14,0.0,0.41,0.22,0.7302777956662827,0.0,0.21409817957111277,76.42,True
Spielberg,0.82,2.32,1.64,2.52,2.74,0.54,Opp_bumper_slow_1.csv,MUX_RACING,1765031575,CRASH,16.84,Mux_Spielberg_WS0.82_WT2.32_WC1.64_WCL2.52_WD2.74_DM0.54_Opp_bumper_slow_1.csv_MUX_RACING_1765031575_CRASH_dur_16.84s.csv,COLLISION DETECTED,16.84,61.44,True,4.67,3.15,0.0,0.37,0.21,0.87,58.79,41.21,0.0,0.65,0.22,0.9574240015287119,0.0,0.3162471597562909,16.8361,False
Spielberg,1.85,2.12,1.5,2.33,2.67,0.52,Opp_bumper_slow_1.csv,MUX_RACING,1765032924,GOAL,77.11,Mux_Spielberg_WS1.85_WT2.12_WC1.50_WCL2.33_WD2.67_DM0.52_Opp_bumper_slow_1.csv_MUX_RACING_1765032924_GOAL_dur_77.11s.csv,GOAL REACHED,77.11,336.33,False,4.7,9.34,0.0,0.09,0.18,1.76,90.39,9.61,0.0,0.57,0.24,0.7547857760257274,0.21023,0.18359254449045279,77.1116,True
Spielberg,0.93,2.02,1.36,2.2,2.46,0.48,Opp_bumper_slow_1.csv,MUX_RACING,1765035424,GOAL,77.34,Mux_Spielberg_WS0.93_WT2.02_WC1.36_WCL2.20_WD2.46_DM0.48_Opp_bumper_slow_1.csv_MUX_RACING_1765035424_GOAL_dur_77.34s.csv,GOAL REACHED,77.34,336.72,False,4.74,8.75,0.0,0.08,0.18,1.74,91.6,8.4,0.0,0.55,0.27,0.7649036873189905,0.188881,0.17367924777356858,77.34,True
Spielberg,1.55,1.4,0.86,1.13,0.44,0.4,Opp_bumper_slow_1.csv,MUX_RACING,1765029820,GOAL,76.05,Mux_Spielberg_WS1.55_WT1.40_WC0.86_WCL1.13_WD0.44_DM0.40_Opp_bumper_slow_1.csv_MUX_RACING_1765029820_GOAL_dur_76.05s.csv,GOAL REACHED,76.05,337.41,False,4.72,10.18,0.0,0.09,0.24,1.85,96.51,3.49,0.0,0.72,0.33,0.7055920583811077,0.0,0.24553821763091885,76.0483,True
Spielberg,0.91,2.12,1.43,2.33,2.59,0.53,Opp_bumper_slow_1.csv,MUX_RACING,1765043521,GOAL,76.23,Mux_Spielberg_WS0.91_WT2.12_WC1.43_WCL2.33_WD2.59_DM0.53_Opp_bumper_slow_1.csv_MUX_RACING_1765043521_GOAL_dur_76.23s.csv,GOAL REACHED,76.23,336.27,False,4.96,10.07,0.0,0.07,0.16,1.79,92.27,7.73,0.0,0.51,0.24,0.7700753069940711,0.210698,0.1515426320088951,76.2316,True
hairpin_combo,2.81,1.47,0.91,1.49,1.76,0.46,Opp_bumper_slow_1.csv,MUX_RACING,1765060161,CRASH,31.97,Mux_hairpin_combo_WS2.81_WT1.47_WC0.91_WCL1.49_WD1.76_DM0.46_Opp_bumper_slow_1.csv_MUX_RACING_1765060161_CRASH_dur_31.97s.csv,COLLISION DETECTED,31.97,141.28,True,4.88,26.77,0.0,0.12,0.28,4.24,88.99,11.01,0.0,0.52,0.34,0.825208643482612,0.113344,0.2811062540435433,31.9717,False
hairpin_combo,0.67,2.03,1.3,2.43,2.7,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765054033,STUCK,35.83,Mux_hairpin_combo_WS0.67_WT2.03_WC1.30_WCL2.43_WD2.70_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765054033_STUCK_dur_35.83s.csv,STUCK DETECTED,35.83,117.8,False,4.7,20.75,0.0,0.3,0.55,3.55,91.26,8.74,0.0,0.13,0.25,0.6540263261442286,0.0,0.5439282588325197,35.8283,False
hairpin_combo,0.9376,0.9327,0.9817,2.2676,2.4136,0.2489,Opp_bumper_slow_1.csv,MUX_RACING,1765042805,GOAL,64.33,Mux_hairpin_combo_WS0.9376_WT0.9327_WC0.9817_WCL2.2676_WD2.4136_DM0.2489_Opp_bumper_slow_1.csv_MUX_RACING_1765042805_GOAL_dur_64.33s.csv,GOAL REACHED,64.33,255.92,False,4.95,22.16,0.0,0.16,0.38,3.17,75.88,24.12,0.0,0.37,0.37,0.8341729524993782,0.0,0.36992871448490294,64.3316,True
Spielberg,0.74,2.3,1.61,2.48,2.72,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765033612,GOAL,76.27,Mux_Spielberg_WS0.74_WT2.30_WC1.61_WCL2.48_WD2.72_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765033612_GOAL_dur_76.27s.csv,GOAL REACHED,76.27,336.29,False,4.95,9.41,0.0,0.05,0.14,1.77,93.26,6.74,0.0,0.56,0.27,0.7693017666247116,0.234725,0.14965940908750974,76.2683,True
Spielberg,1.1698,1.5535,1.306,1.2074,1.3573,0.1941,Opp_bumper_slow_1.csv,MUX_RACING,1765034321,GOAL,76.55,Mux_Spielberg_WS1.1698_WT1.5535_WC1.306_WCL1.2074_WD1.3573_DM0.1941_Opp_bumper_slow_1.csv_MUX_RACING_1765034321_GOAL_dur_76.55s.csv,GOAL REACHED,76.55,336.78,False,5.05,9.3,0.0,0.08,0.18,1.66,91.7,8.3,0.0,0.58,0.26,0.7493978413818334,0.0,0.1877782166678245,76.5509,True
hairpin_combo,2.63,1.63,0.74,1.12,1.13,0.32,Opp_bumper_slow_1.csv,MUX_RACING,1765057709,CRASH,20.91,Mux_hairpin_combo_WS2.63_WT1.63_WC0.74_WCL1.12_WD1.13_DM0.32_Opp_bumper_slow_1.csv_MUX_RACING_1765057709_CRASH_dur_20.91s.csv,COLLISION DETECTED,20.91,94.0,True,4.7,30.46,0.0,0.24,0.33,4.27,89.17,10.83,0.0,0.44,0.33,0.8629674415072686,0.0,0.341183726698061,20.9084,False
Spielberg,1.5,2.47,1.69,2.56,2.82,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765047321,GOAL,76.43,Mux_Spielberg_WS1.50_WT2.47_WC1.69_WCL2.56_WD2.82_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765047321_GOAL_dur_76.43s.csv,GOAL REACHED,76.43,336.49,False,4.96,9.2,0.0,0.06,0.16,1.78,92.86,7.14,0.0,0.45,0.23,0.7574218260937827,0.200893,0.15343352660287832,76.4283,True
hairpin_combo,2.9131,1.7269,0.9444,0.699,0.5896,0.1355,Opp_bumper_slow_1.csv,MUX_RACING,1765041807,CRASH,31.3,Mux_hairpin_combo_WS2.9131_WT1.7269_WC0.9444_WCL0.699_WD0.5896_DM0.1355_Opp_bumper_slow_1.csv_MUX_RACING_1765041807_CRASH_dur_31.30s.csv,COLLISION DETECTED,31.3,140.5,True,4.7,25.74,0.0,0.19,0.35,4.34,90.85,9.15,0.0,0.59,0.32,0.7462827423715819,0.0,0.3547559307733627,31.3002,False
Spielberg,1.47,2.0,1.32,2.01,2.35,0.48,Opp_bumper_slow_1.csv,MUX_RACING,1765044729,GOAL,77.99,Mux_Spielberg_WS1.47_WT2.00_WC1.32_WCL2.01_WD2.35_DM0.48_Opp_bumper_slow_1.csv_MUX_RACING_1765044729_GOAL_dur_77.99s.csv,GOAL REACHED,77.99,336.83,False,4.7,9.22,0.0,0.19,0.25,1.74,93.2,6.8,0.0,0.48,0.23,0.6911109273890967,0.0,0.26809714727817374,77.9915,True
hairpin_combo,1.56,1.41,0.86,1.14,0.44,0.4,Opp_bumper_slow_1.csv,MUX_RACING,1765048979,CRASH,20.92,Mux_hairpin_combo_WS1.56_WT1.41_WC0.86_WCL1.14_WD0.44_DM0.40_Opp_bumper_slow_1.csv_MUX_RACING_1765048979_CRASH_dur_20.92s.csv,COLLISION DETECTED,20.92,93.57,True,4.7,23.72,0.0,0.25,0.37,3.99,92.97,7.03,0.0,0.64,0.46,0.8430009902313134,0.0,0.36819376347102534,20.92,False
Spielberg,0.71,1.96,1.49,2.63,2.87,0.57,Opp_bumper_slow_1.csv,MUX_RACING,1765031286,GOAL,78.86,Mux_Spielberg_WS0.71_WT1.96_WC1.49_WCL2.63_WD2.87_DM0.57_Opp_bumper_slow_1.csv_MUX_RACING_1765031286_GOAL_dur_78.86s.csv,GOAL REACHED,78.86,336.4,False,4.92,9.59,0.0,0.21,0.25,1.74,92.06,7.94,0.0,0.56,0.25,0.7031174768715764,0.0,0.25886797062382655,78.8599,True
Spielberg,0.89,2.58,1.75,2.66,2.9,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765037231,GOAL,78.61,Mux_Spielberg_WS0.89_WT2.58_WC1.75_WCL2.66_WD2.90_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765037231_GOAL_dur_78.61s.csv,GOAL REACHED,78.61,336.5,False,4.7,9.59,0.0,0.2,0.26,1.73,93.06,6.94,0.0,0.42,0.21,0.6761306041316848,0.218252,0.2646099130375335,78.6083,True
Spielberg,0.87,2.51,1.71,2.62,2.86,0.58,Opp_bumper_slow_1.csv,MUX_RACING,1765040077,GOAL,76.57,Mux_Spielberg_WS0.87_WT2.51_WC1.71_WCL2.62_WD2.86_DM0.58_Opp_bumper_slow_1.csv_MUX_RACING_1765040077_GOAL_dur_76.57s.csv,GOAL REACHED,76.57,336.72,False,4.7,9.53,0.0,0.06,0.15,1.75,92.7,7.3,0.0,0.59,0.26,0.7789231543122812,0.226547,0.14563391120685848,76.5683,True
Spielberg,0.72,1.77,1.18,2.29,2.64,0.51,Opp_bumper_slow_1.csv,MUX_RACING,1765034904,GOAL,78.19,Mux_Spielberg_WS0.72_WT1.77_WC1.18_WCL2.29_WD2.64_DM0.51_Opp_bumper_slow_1.csv_MUX_RACING_1765034904_GOAL_dur_78.19s.csv,GOAL REACHED,78.19,336.47,False,4.7,9.26,0.0,0.2,0.24,1.75,92.14,7.86,0.0,0.5,0.23,0.7069345819009617,0.204046,0.23508852378211528,78.1883,True
hairpin_combo,1.58,1.45,0.89,1.18,0.47,0.41,Opp_bumper_slow_1.csv,MUX_RACING,1765048075,ABORT,92.92,Mux_hairpin_combo_WS1.58_WT1.45_WC0.89_WCL1.18_WD0.47_DM0.41_Opp_bumper_slow_1.csv_MUX_RACING_1765048075_ABORT_dur_92.92s.csv,MANUAL_ABORT,92.92,400.27,False,4.98,26.6,0.0,0.2,0.44,3.89,88.77,11.23,0.0,0.57,0.42,0.7651780989768423,0.0,0.47446812477526606,92.9243,False
Spielberg,0.85,2.45,1.69,2.58,2.81,0.57,Opp_bumper_slow_1.csv,MUX_RACING,1765042653,GOAL,77.91,Mux_Spielberg_WS0.85_WT2.45_WC1.69_WCL2.58_WD2.81_DM0.57_Opp_bumper_slow_1.csv_MUX_RACING_1765042653_GOAL_dur_77.91s.csv,GOAL REACHED,77.91,336.82,False,5.0,9.29,0.0,0.2,0.25,1.74,92.08,7.92,0.0,0.56,0.27,0.6960271931310642,0.209129,0.2578113642649463,77.9115,True
Spielberg,2.316,1.7818,0.5751,0.719,0.6781,0.1492,Opp_bumper_slow_1.csv,MUX_RACING,1765034580,GOAL,72.95,Mux_Spielberg_WS2.316_WT1.7818_WC0.5751_WCL0.719_WD0.6781_DM0.1492_Opp_bumper_slow_1.csv_MUX_RACING_1765034580_GOAL_dur_72.95s.csv,GOAL REACHED,72.95,336.59,False,5.06,9.8,0.0,0.11,0.17,1.92,96.78,3.22,0.0,0.82,0.32,0.733916877201646,0.218243,0.18778754475905077,72.9488,True
Spielberg,1.45,2.32,1.58,2.45,2.75,0.56,Opp_bumper_slow_1.csv,MUX_RACING,1765041536,GOAL,75.59,Mux_Spielberg_WS1.45_WT2.32_WC1.58_WCL2.45_WD2.75_DM0.56_Opp_bumper_slow_1.csv_MUX_RACING_1765041536_GOAL_dur_75.59s.csv,GOAL REACHED,75.59,336.24,False,4.7,11.06,0.0,0.04,0.12,1.8,94.03,5.97,0.0,0.47,0.24,0.7828181815006879,0.183356,0.1360774539467394,75.5883,True
Spielberg,1.39,2.74,1.62,2.48,2.88,0.5,Opp_bumper_slow_1.csv,MUX_RACING,1765030332,GOAL,76.95,Mux_Spielberg_WS1.39_WT2.74_WC1.62_WCL2.48_WD2.88_DM0.50_Opp_bumper_slow_1.csv_MUX_RACING_1765030332_GOAL_dur_76.95s.csv,GOAL REACHED,76.95,336.51,False,4.7,9.5,0.0,0.07,0.17,1.77,91.45,8.55,0.0,0.54,0.26,0.7506497368749349,0.208926,0.16049089018378104,76.9483,True
hairpin_combo,2.65,1.64,0.75,1.13,1.14,0.32,Opp_bumper_slow_1.csv,MUX_RACING,1765058243,CRASH,44.19,Mux_hairpin_combo_WS2.65_WT1.64_WC0.75_WCL1.13_WD1.14_DM0.32_Opp_bumper_slow_1.csv_MUX_RACING_1765058243_CRASH_dur_44.19s.csv,COLLISION DETECTED,44.19,190.83,True,4.9,14.94,0.0,0.18,0.3,4.04,89.65,10.35,0.0,0.61,0.41,0.7735057004887763,0.171953,0.297108599041575,44.1884,False
Spielberg,1.2874,1.1571,3.1134,1.6453,0.9524,0.2152,Opp_bumper_slow_1.csv,MUX_RACING,1765037672,GOAL,76.06,Mux_Spielberg_WS1.2874_WT1.1571_WC3.1134_WCL1.6453_WD0.9524_DM0.2152_Opp_bumper_slow_1.csv_MUX_RACING_1765037672_GOAL_dur_76.06s.csv,GOAL REACHED,76.06,336.44,False,4.99,9.77,0.0,0.06,0.2,1.81,94.33,5.67,0.0,0.52,0.27,0.7067778160937748,0.0,0.2243619315392799,76.0599,True
