ws,wt,wc,wcl,wd,dm,Score_FGM_mean,Score_FGM_max,Score_FRENET_mean,Score_FRENET_max,duration_s_mean,valid_count_sum,fgm_min_d_mean,fgm_ratio_mean,frenet_ratio_mean
0.9615,1.3358,1.149,2.6532,2.9927,0.2332,30.09206685798959,39.97559747168987,28.7463041119912,35.83136285955548,13.16,2,0.00457984,0.23633552159972043,0.7636644784002796
1.0939,1.6234,0.9082,1.0446,1.2508,0.2149,30.05464913947489,30.65294234474908,27.276514725816433,27.536370769326613,13.525,2,0.0028018599999999998,0.30753869516181614,0.6924613048381838
0.8228,1.0491,3.0837,1.9735,1.783,0.1975,29.4618421726775,34.98076510959106,27.048025645439473,30.383069883604296,13.57,2,0.008904095,0.3054463951704978,0.6945536048295021
0.9035,1.3472,1.102,1.634,1.4355,0.1901,29.435051094031365,37.18376215761536,25.530686743040746,32.48685395858102,13.745000000000001,2,0.00238546,0.2899971665722191,0.7100028334277809
0.9449,1.2976,1.439,1.0401,1.1516,0.187,29.36569560889195,29.638158997597525,27.690387421435638,29.55697607755082,13.535,2,0.00326686,0.20971985339874122,0.7902801466012588
1.0613,1.3086,3.073,1.4748,1.6143,0.221,28.190097375306344,33.91155419041104,26.056764199091397,30.991449289921825,13.83,2,0.00174512,0.27755685736459756,0.7224431426354024
2.0411,1.0494,0.8521,0.4032,0.7938,0.1544,28.040403957641132,35.991705987164565,28.832927779192985,34.94505227090914,13.29,2,0.0020543,0.39713094510124125,0.6028690548987587
0.9084,1.4964,1.0915,1.5146,1.2503,0.1965,27.81213452883821,29.302512883463898,25.819363111509396,27.453127355771368,13.655000000000001,2,0.002293555,0.2782868817830817,0.7217131182169183
2.3654,1.7615,0.6445,0.6267,0.5972,0.1301,27.772741049594018,28.434558185763624,30.18103356525365,30.869967590185293,13.129999999999999,2,0.010214815,0.36325797318399417,0.6367420268160058
1.5381,2.4013,1.3278,1.3426,1.2767,0.2187,27.56383873343242,34.77106199066724,29.06041505889253,33.13789471015352,13.434999999999999,2,0.0014350650000000001,0.3531752368785266,0.6468247631214734
2.9819,1.4202,0.4224,0.4294,0.4704,0.1345,27.267801238879507,32.61231914005732,29.221761708681573,35.490648866942045,13.435,2,0.0013006749999999998,0.4402415434451291,0.5597584565548709
1.2575,1.531,1.2576,1.2109,1.6963,0.1841,26.662197057664805,33.76586284510046,26.264365662786606,32.27683811674284,13.58,2,0.005261835,0.20369503233524316,0.7963049676647569
2.5922,1.2238,0.8772,0.6338,0.9725,0.1328,26.537855000661338,27.777726181687335,26.747700963507732,26.756234475121666,13.56,2,0.00346751,0.4021081669984491,0.5978918330015508
1.2497,2.4833,1.4393,1.494,1.5434,0.2193,19.027189278960975,19.262486272987218,18.436083168187395,19.001732448964763,14.945,2,0.00286106,0.35813347654851413,0.6418665234514859
1.0714,1.4109,1.5262,1.552,1.4207,0.1955,39.403345688466416,39.403345688466416,34.799487915578624,34.799487915578624,12.42,1,0.0152279,0.40726072607260727,0.5927392739273928
1.5232,2.2839,1.1423,1.2898,1.2642,0.1799,38.206926445180066,38.206926445180066,39.57376242158994,39.57376242158994,11.6,1,0.0167925,0.38676318510858326,0.6132368148914168
1.1698,1.5535,1.306,1.2074,1.3573,0.1941,37.413168628194704,37.413168628194704,30.354205683613632,30.354205683613632,12.93,1,0.00824897,0.3043612743581813,0.6956387256418187
1.2874,1.1571,3.1134,1.6453,0.9524,0.2152,36.89202252007029,36.89202252007029,33.3093529597562,33.3093529597562,12.37,1,0.00599137,0.30876172001293245,0.6912382799870675
1.9219,2.1553,1.3408,1.8841,1.3669,0.1919,36.11741782427891,36.11741782427891,38.12646546474133,38.12646546474133,11.9,1,0.00108883,0.2819220430107527,0.7180779569892473
2.7608,1.1883,0.5954,0.3531,0.7395,0.1251,34.674855740522425,34.674855740522425,39.45026343858816,39.45026343858816,12.02,1,0.00327746,0.3972055888223553,0.6027944111776448
2.908,1.1838,0.7348,0.4507,0.9684,0.1402,31.958986248277377,31.958986248277377,34.77724248431156,34.77724248431156,12.78,1,0.00626806,0.5031289111389237,0.49687108886107634
1.31,1.3208,1.2002,1.0344,1.2855,0.1921,31.32012055578912,31.32012055578912,34.36170096370515,34.36170096370515,12.57,1,0.00345331,0.2367165128857779,0.7632834871142221
0.6147,1.4843,0.9283,2.6025,2.8232,0.2735,31.087345335049783,31.087345335049783,26.077829362299088,26.077829362299088,13.48,1,0.00925468,0.24072370438515792,0.7592762956148421
0.5053,0.8522,1.4159,2.7225,2.5519,0.2394,30.26779113835018,30.26779113835018,26.730660929721633,26.730660929721633,13.21,1,0.00146058,0.20284589766878594,0.7971541023312141
2.7545,1.3992,0.4503,0.3347,0.397,0.1608,28.43243106170652,28.43243106170652,32.31257415323733,32.31257415323733,12.8,1,0.00106641,0.30896594814120587,0.6910340518587941
1.4696,2.0526,0.9807,1.9658,1.719,0.1768,28.07616892151083,28.07616892151083,30.383128205059894,30.383128205059894,12.9,1,0.00154489,0.2892126472411655,0.7107873527588344
1.0391,3.0619,1.3841,1.0825,1.2592,0.2152,26.91468669789528,26.91468669789528,25.539843090626448,25.539843090626448,13.82,1,0.00439089,0.49247685185185186,0.5075231481481481
2.1567,1.3737,0.698,0.8333,0.9677,0.1378,26.225558424692007,26.225558424692007,30.974959498529742,30.974959498529742,13.16,1,0.00505248,0.27228475813811986,0.7277152418618801
1.2082,3.0446,1.3749,1.1709,1.1202,0.1757,26.12479272074347,26.12479272074347,31.84282958309947,31.84282958309947,13.37,1,0.00161212,0.30050882969170906,0.6994911703082909
1.524,1.4754,1.3739,1.1054,1.2128,0.191,26.081584910792387,26.081584910792387,24.927887689897823,24.927887689897823,13.55,1,0.00161915,0.343076468851491,0.656923531148509
1.3203,1.2512,2.432,1.2317,1.6035,0.2085,20.481423568254677,20.481423568254677,19.29615110508626,19.29615110508626,14.61,1,0.00138899,0.2378866684916507,0.7621133315083493
1.6218,3.0615,0.7573,1.9687,1.1672,0.2108,17.41719638235576,17.41719638235576,21.36347921554763,21.36347921554763,14.8,1,0.00241058,0.38854363685490406,0.6114563631450959
